Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Michael King","NYY",4,8,6,49,9,104.2,10.92038919704738,2.7515941283898906,0.8598731651218409,0.3035019455252918,0.8108,0.428030303,0.106382978,94.83973581414473,2.7515941283898906,3.53,3.130835981031202,3.3736562723465777,2.199339985847473,"Michael King",19853,650633
"Max Scherzer","- - -",13,6,0,27,27,152.2,10.257619537150964,2.652832638918353,1.6506514197714195,0.2648648648648649,0.81,0.331645569,0.145833333,93.86778740070609,3.772917530906102,3.28,4.322723142273965,4.017770270090549,2.16101998090744,"Max Scherzer",3137,453286
"Andrew Abbott","CIN",8,6,0,21,21,109.1,9.878078880038688,3.6219622560141853,1.3170771840051583,0.302158273381295,0.7993,0.286206896,0.106666666,92.62963970200423,3.8689142280151523,3.96,4.197115923996935,4.5629975642072,2.1565101146698,"Andrew Abbott",29911,671096
"Dane Dunning","TEX",12,7,0,35,26,172.2,7.297295873204967,2.8667948073305225,1.042470839029281,0.28772635814889336,0.775,0.463178294,0.117647058,90.73005506727431,3.700771478553947,4.48,4.268553198382825,4.390580177045198,2.121976370923221,"Dane Dunning",19409,641540
"Chris Sale","BOS",6,5,0,20,20,102.2,10.95775665020333,2.542199542847172,1.3149307980243994,0.2903225806451613,0.699,0.373076923,0.132743362,94.08935209197787,4.295440606879705,3.71,3.8004926581367,3.720904080703105,2.118040084838867,"Chris Sale",10603,519242
"Joe Musgrove","SDP",10,3,0,17,17,97.1,8.969181363054538,1.9417815322076837,0.9246578724798494,0.3053435114503817,0.8019,0.450184501,0.11235955,93.1640625,3.051370979183503,3.16,3.5221632680429797,3.698345622339454,2.109689950942993,"Joe Musgrove",12970,605397
"Matt Brash","SEA",9,4,4,78,0,70.2,13.627370751012721,3.6933995493398966,0.3820758154489548,0.3803680981595092,0.7724,0.46060606,0.052631578,98.18091264204546,3.0566065235916384,3.25,2.264472953718178,3.0461875658756683,2.0726499557495117,"Matt Brash",25756,666374
"Shane Bieber","CLE",6,6,0,21,21,128,7.5234375,2.390625,0.984375,0.29333333333333333,0.7426,0.47150259,0.119658119,91.61080063868613,3.796875,4.77,3.8722273826599123,3.96162028266117,2.0657598972320557,"Shane Bieber",19427,669456
"Matt Strahm","PHI",9,5,2,56,10,87.2,11.087460512415456,2.155895099636339,1.1292783855237964,0.27403846153846156,0.7572,0.330232558,0.108910891,93.625,3.285173485160135,3.16,3.2436330302808845,3.5172679573251813,1.9958060383796692,"Matt Strahm",13799,621381
"Steven Matz","STL",4,7,0,25,17,105,8.4,2.742857142857143,0.9428571428571428,0.3180327868852459,0.7445,0.445859872,0.11,,3.857142857142857,3.87,3.7502779778980075,3.962995040984381,1.9793610572814941,"Steven Matz",13361,571927
"Hunter Greene","CIN",4,7,0,22,22,112,12.214285714285714,3.857142857142857,1.5267857142857142,0.33948339483394835,0.7265,0.343859649,0.142857142,98.63360142984808,4.821428571428571,3.82,4.246111311231341,4.00411075641002,1.9507800340652466,"Hunter Greene",22182,668881
"Bryce Miller","SEA",8,7,0,25,25,131.1,8.154843494958023,1.7817305115034334,1.2335057387331463,0.2888283378746594,0.7056,0.335078534,0.107142857,95.09558823529412,4.317270085566012,4.83,3.978392013398486,4.311615897797058,1.9418799877166748,"Bryce Miller",29837,682243
"Cristian Javier","HOU",10,5,0,31,31,162,8.833333333333334,3.4444444444444446,1.3888888888888888,0.271889400921659,0.7175,0.256017505,0.098425196,92.81391200951248,4.555555555555555,4.48,4.5760275369809,5.162148776024948,1.9227399826049805,"Cristian Javier",17606,664299
"Brady Singer","KCR",8,11,0,29,29,159.2,7.496852475315935,2.761998280379555,1.1273462368896143,0.32926829268292684,0.6493,0.495088408,0.128205128,92.51399739583333,5.52399656075911,4.93,4.288440599808725,4.275432620892663,1.904360055923462,"Brady Singer",25377,663903
"Camilo Doval","SFG",6,6,39,69,0,67.2,11.57142248294944,3.4581262592722464,0.3990145683775669,0.3057324840764331,0.6559,0.522012578,0.0625,,2.9261068347688237,2.86,2.7673554101984417,3.3638221896523053,1.891469955444336,"Camilo Doval",21992,666808
"Max Fried","ATL",8,1,0,14,14,77.2,9.270382016379287,2.0858359536853395,0.8111584264331877,0.3088235294117647,0.8229,0.576923076,0.132075471,94.15147783251231,2.549355054504304,2.75,3.1391601074551714,3.0957400144081166,1.8910900354385376,"Max Fried",13743,608331
"Nick Pivetta","BOS",10,9,1,38,16,142.2,11.544389951030796,3.154204904653223,1.4509342561404825,0.2676923076923077,0.725,0.364161849,0.158620689,94.71477567427385,4.037382277956125,3.98,3.9629836501487468,3.5475830851496486,1.880752980709076,"Nick Pivetta",15454,601713
"Jon Gray","TEX",9,8,0,29,29,157.1,8.12289894990532,3.0889897415132905,1.2584773020980071,0.29603729603729606,0.7561,0.400447427,0.134969325,95.73688671104536,4.118652988684388,4.45,4.469025562966576,4.3641303697531555,1.8467899560928345,"Jon Gray",14916,592351
"Bryce Elder","ATL",12,4,0,31,31,174.2,6.5954069795020995,3.2461768727236895,0.9790057235198428,0.27431906614785995,0.7436,0.49905482,0.121019108,90.87099847560975,3.812969660024651,4.55,4.422976535280075,4.494978729819625,1.8378000259399414,"Bryce Elder",27779,693821
"Grayson Rodriguez","BAL",7,4,0,23,23,122,9.51639344262295,3.098360655737705,1.180327868852459,0.3220858895705521,0.7223,0.472140762,0.139130434,97.3515325670498,4.352459016393443,4.18,3.927171030200896,3.780741402067122,1.8335399627685547,"Grayson Rodriguez",24492,680570
"Griffin Canning","LAA",7,8,0,24,22,127,9.850393700787402,2.5511811023622046,1.5590551181102361,0.2964071856287425,0.7622,0.426553672,0.160583941,94.60317886756886,4.322834645669292,4.01,4.286535945652037,3.818105626951052,1.8310401104390621,"Griffin Canning",19867,656288
"Johan Oviedo","PIT",9,14,0,32,32,177.2,8.003736993374464,4.204494749684054,0.9624747017349038,0.2795275590551181,0.7205,0.449330783,0.1,95.84738041002278,4.305807876182464,4.61,4.487682921723912,4.865564302463822,1.8296699523925781,"Johan Oviedo",22487,670912
"Cristopher Sánchez","PHI",3,5,0,19,18,99.1,8.697989694783658,1.4496649491306097,1.4496649491306097,0.27169811320754716,0.7447,0.570397111,0.222222222,,3.442954254185198,3.77,3.989939474927513,3.09438287845847,1.8205034509301186,"Cristopher Sanchez",20778,650911
"Devin Williams","MIL",8,3,36,61,0,58.2,13.346583677105645,4.295452217919058,0.6136360311312941,0.1981981981981982,0.8502,0.478260869,0.111111111,94.2002688172043,1.5340900778282351,2.75,2.658449296837821,2.7866430623405742,1.8203999996185303,"Devin Williams",15816,642207
"Clarke Schmidt","NYY",9,9,0,33,32,159,8.433980377317818,2.6037791768900647,1.3584934835948164,0.3125,0.7017,0.438271604,0.13114754,,4.641519402282289,4.3,4.418564394072139,4.359215736248008,1.8127349596470594,"Clarke Schmidt",19899,657376
"Shane McClanahan","TBR",11,2,0,21,21,115,9.469565217391304,3.208695652173913,1.173913043478261,0.273972602739726,0.8174,0.436065573,0.132743362,96.97012205111402,3.2869565217391306,4.04,3.9159094478773033,3.8448562264442447,1.7925299406051636,"Shane McClanahan",21483,663556
"Brandon Williamson","CIN",5,5,0,23,23,117,7.538461538461538,3,1.3846153846153846,0.27844311377245506,0.7019,0.373563218,0.121621621,92.83616568150208,4.461538461538462,4.77,4.631108258728288,4.722529041665233,1.7849299907684326,"Brandon Williamson",25463,682227
"Hunter Brown","HOU",11,13,0,31,29,155.2,10.291198027640828,3.1798645591025028,1.5032087006666377,0.32997481108312343,0.688,0.523696682,0.209677419,95.73795845481958,5.087783294564004,4.27,4.372810454950489,3.5185238558325693,1.7718432443216443,"Hunter Brown",25880,686613
"Alex Cobb","SFG",7,7,0,28,28,151.1,7.7907664422981036,2.200445483702518,1.1299584916310228,0.31788079470198677,0.7637,0.575692963,0.182692307,95.06166585286458,3.865647471369288,4.7,4.008345543747261,3.5124107482707827,1.7692300081253052,"Alex Cobb",6562,502171
"Aroldis Chapman","- - -",6,5,6,61,0,58.1,15.891437751183656,5.554288922743802,0.6171432136382002,0.3142857142857143,0.731,0.47706422,0.117647058,99.06736646835775,3.085716068191001,2.84,2.5178965997031733,2.5901366268989285,1.7657840251922607,"Aroldis Chapman",10233,547973
"Jack Flaherty","- - -",8,9,0,29,27,144.1,9.228613957366532,4.115462980987778,1.0600434951029125,0.35626535626535627,0.7262,0.426540284,0.126865671,93.23974298367834,4.988439976954882,5.1,4.356653710904116,4.360459410997493,1.7631374560296535,"Jack Flaherty",17479,656427
"Adrian Houser","MIL",8,5,0,23,21,111.1,7.7605022641895,2.7485112185671148,1.0509013482756615,0.32047477744807124,0.7257,0.466858789,0.105691056,93.36841646973758,4.122766827850672,4.16,3.9915690327334525,4.300214345813047,1.7506474256515503,"Adrian Houser",12718,605288
"Emmanuel Clase","CLE",3,9,44,75,0,72.2,7.926601620860574,1.9816504052151436,0.4954126013037859,0.29493087557603687,0.6045,0.550458715,0.072727272,,3.220181908474608,3.06,2.9110033539767275,3.446797729897373,1.7306900024414062,"Emmanuel Clase",21032,661403
"Alexis Díaz","CIN",9,6,37,71,0,67.1,11.495055583190092,4.8118837324981785,0.5346537480553532,0.26666666666666666,0.7109,0.38,0.06779661,94.68563691267731,3.074259051318281,3.43,3.522366756687589,4.198819917220238,1.719980001449585,"Alexis Diaz",21132,664747
"Josh Hader","SDP",2,3,33,61,0,56.1,13.579889319995068,4.792902112939435,0.47929021129394356,0.2636363636363636,0.8882,0.354545454,0.057692307,,1.2781072301171827,2.36,2.6869922248300537,3.520856925759538,1.715019941329956,"Josh Hader",14212,623352
"Michael Lorenzen","- - -",9,9,1,29,25,153,6.5293976829154925,2.7646999197930464,1.1764680509757643,0.26576576576576577,0.6981,0.410480349,0.11299435,94.47572894688071,4.176461580963964,4.55,4.464187601718336,4.677543129649047,1.7007970986887813,"Michael Lorenzen",14843,547179
"Yennier Cano","BAL",1,4,8,72,0,72.2,8.05046575919489,1.6100931518389778,0.4954132774889163,0.2828282828282828,0.8097,0.58,0.102564102,96.53530883789062,2.1055064293278942,3.25,2.842195484752482,3.0139492643836503,1.6773500442504883,"Yennier Cano",25911,666974
"Logan Allen","CLE",7,8,0,24,24,125.1,8.54523548016341,3.446817672670955,1.1489392242236518,0.31444759206798867,0.7878,0.426997245,0.120300751,91.55882066908714,3.8058611802408464,4.36,4.18855300234163,4.283467652454789,1.6568200588226318,"Logan Allen",27589,671106
"Josiah Gray","WSN",8,13,0,30,30,159,8.09433962264151,4.528301886792453,1.2452830188679245,0.2927927927927928,0.804,0.378494623,0.115183246,93.63669599514563,3.9056603773584904,5.03,4.934285165678781,5.12164621600565,1.639490008354187,"Josiah Gray",24580,680686
"Fernando Cruz","CIN",1,2,0,58,2,66,13.363636363636363,3.8181818181818183,0.8181818181818182,0.31724137931034485,0.5842,0.315436241,0.081081081,94.38941539417614,4.909090909090909,3.5,2.830797458417488,3.5027386069297792,1.6181100457906723,"Fernando Cruz",7048,518585
